objekt_id,kategorie,objekt_strasse,objekt_ort,plz,zimmer,nutzflaeche,nettomiete,nebenkosten,bruttomiete
1108404,Wohnung,"Oberfeld, Jurablickweg 7",Ostermundigen,3072,3.5,76,1680,240,1920
2034884,Wohnung,Freiestrasse 35,Bern,3012,2.5,45,1110,170,1280
3255700,Wohnung,Gerbestrasse 11,Ostermundigen,3072,3,NULL,1100,150,1250
3563474,Wohnung,Brunngasse 48,Bern,3011,1.5,42,1080,190,1270
3852208,Wohnung,Murtenstrasse 256,Bern,3027,2.5,55,1110,150,1260
3911925,Wohnung,Melchiorstrasse 7,Bern,3027,4.5,NULL,1698,270,1968
4941186,Wohnung,Bachstrasse 6,Ostermundigen,3072,2.5,51,1110,180,1290
4941976,Wohnung,Depotstrasse 2,Bern,3012,2.5,80,1720,150,1870
5085000,Wohnung,Grabenpromenade 5,Bern,3011,3.5,88,1805,230,2035
5293494,Wohnung,Ostermundigenstrasse 40,Bern,3006,4,90,1430,290,1720
5321353,Wohnung,Obere Zollgasse 68,Ostermundigen,3072,3.5,NULL,1220,230,1450
5368777,Wohnung,Schänzlistrasse 19,Bern,3013,2,NULL,NULL,NULL,NULL
5478472,Wohnung,Ringstrasse 9,Ostermundigen,3072,1,25,700,120,820
5545111,Wohnung,Lerchenweg 37,Bern,3012,2.5,67,1530,150,1680
5705514,Wohnung,Altenbergstrasse 38,Bern,3013,2,NULL,1232,180,1412
5753532,Wohnung,Murtenstrasse 143 B,Bern,3008,2,43,1130,170,1300
5805446,Wohnung,Hostettlerweg 4,Bern,3006,2.5,66,1950,180,2130
5857618,Wohnung,Flurweg 34,Ostermundigen,3072,3,56,1150,220,1370
5924472,Wohnung,Flurweg 34,Ostermundigen,3072,3,56,1150,220,1370
6004664,Wohnung,Hostettlerweg 4,Bern,3006,3.5,98,2500,271,2771
6053024,Wohnung,Gerbestrasse 11a,Ostermundigen,3072,3.5,NULL,1270,220,1490
6110498,Wohnung,Neuhausweg 21,Bern,3027,3.5,NULL,1450,255,1705
6112079,Wohnung,Ringstrasse 11,Ostermundigen,3072,3.5,55,1250,180,1430
6122490,Wohnung,Postgasse 44,Bern,3011,3.5,104,2470,250,2720
6128253,Wohnung,Winkelweg 12,Ostermundigen,3072,2,45,1300,150,1450
6148960,Wohnung,Bolligenstr.28a,Bern,3006,3,97,1660,230,1890
6173977,Wohnung,Murtenstrasse 143 B,Bern,3008,2,48,1250,170,1420
6176331,Wohnung,Neuhausweg 21,Bern,3027,3,NULL,1320,245,1565
6205870,Wohnung,Obere Zollgasse 35,Ostermundigen,3072,3.5,60,1300,220,1520
6212726,Wohnung,Sonnenbergrain 4,Bern,3013,6.5,150,3800,450,4250
6224222,Wohnung,Heggidorn 56,Frauenkappelen,3202,4.5,85,1440,200,1640
6244359,Wohnung,Dennigkofenweg 185,Ostermundigen,3072,3.5,84,1700,250,1950
6255979,Wohnung,Sonnenbergrain 57,Bern,3013,5.5,135,3500,450,3950
6256527,Wohnung,Nydeggstalden 2,Bern,3011,2,NULL,2790,200,2990
6262384,Wohnung,Zälglistrasse 8,Frauenkappelen,3202,4.5,94,1300,300,1600
6271320,Wohnung,Schänzlistrasse 65,Bern,3013,2,44,1390,180,1570
6272812,Wohnung,Waldheimstrasse 8,Bern,3012,3,57,1300,220,1520
6274407,Wohnung,Reiterstrasse 15,Bern,3013,2,45,1210,170,1380
6279375,Wohnung,Holenackerstrasse 11,Bern,3027,3.5,73,1330,260,1590
6281777,Wohnung,Gerbestrasse 21,Ostermundigen,3072,4,NULL,1100,250,1350
6282244,Wohnung,Oberer Flurweg 124,Ostermundigen,3072,3.5,NULL,1380,240,1620
6288079,Haus,Obere Zollgasse 59 A,Ostermundigen,3072,4.5,90,NULL,NULL,2450
6289951,Wohnung,Bachstrasse 12,Ostermundigen,3072,3.5,68,1240,250,1490
6294415,Wohnung,Murtenstrasse 4,Frauenkappelen,3202,3,NULL,1340,250,1590
6296870,Wohnung,Ringstrasse 11a,Ostermundigen,3072,3.5,55,1140,210,1350
6299322,Wohnung,Gerbestrasse 24,Ostermundigen,3072,3,NULL,1100,300,1400
6299331,Wohnung,Gerbestrasse 22,Ostermundigen,3072,3,NULL,1070,250,1320
6301597,Wohnung,Aarbergergasse 57,Bern,3011,2.5,95,2050,250,2300
6304922,Wohnung,Aehrenweg 27,Bern,3027,3,NULL,1100,190,1290
6307725,Wohnung,Brunngasse 30,Bern,3011,1.5,NULL,1820,170,1990
6312190,Wohnung,Heggidorn 56,Frauenkappelen,3202,4.5,85,1440,200,1640
6328295,Wohnung,Länggassstrasse 32,Bern,3012,1,14,300,90,390
6328661,Wohnung,Dennigkofenweg 160,Ostermundigen,3072,3,67,1200,200,1400
6329378,Wohnung,Ringstrasse 3,Ostermundigen,3072,3.5,NULL,1150,220,1370
6331095,Wohnung,Neuengasse 36,Bern,3011,3.5,120,2400,150,2550
6335737,Wohnung,Radarstrasse 1,Bern,3013,3.5,80,1750,350,2100
6335742,Wohnung,Radarstrasse 1,Bern,3013,4.5,86,1850,400,2250
6339016,Wohnung,Güterstrasse 3,Ostermundigen,3072,3.5,86,1790,270,2060
6339087,Wohnung,Humboldtstrasse 13,Bern,3013,5,115,2360,370,2730
6342903,Wohnung,Falkenweg 17,Bern,3012,2,NULL,1150,180,1330
6343178,Wohnung,Neuhausweg 23,Bern,3027,3,62,1150,170,1320
6344794,Wohnung,Viktoriastr. 21 (Süd),Bern,3013,2.5,59,1580,150,1730
6347276,Wohnung,Dennigkofenweg 183,Ostermundigen,3072,4.5,117,2150,300,2450
6348177,Wohnung,Oberdorfstrasse 34,Ostermundigen,3072,3,72,1200,200,1400
6348785,Wohnung,Obere Zollgasse 34,Ostermundigen,3072,3.5,62,1290,250,1540
6350629,Wohnung,Pavillonweg 5,Bern,3012,1,21,540,60,600
6350645,Wohnung,Waldheimstrasse 31,Bern,3012,3.5,72,2100,250,2350
6352110,Wohnung,Murtenstrasse 143 B,Bern,3008,2,48,1230,170,1400
6353546,Wohnung,Bolligenstr.28,Bern,3006,5.5,146,2540,460,3000
6354120,Wohnung,Murtenstrasse 53A,Frauenkappelen,3202,3,NULL,1385,200,1585
6354138,Wohnung,Murtenstrasse 53,Frauenkappelen,3202,3,NULL,1395,204,1599
6354285,Wohnung,Nydeggstalden 10,Bern,3011,2.5,75,1750,NULL,1910
6355952,Wohnung,Obere Zollgasse 51B,Ostermundigen,3072,4.5,NULL,1300,250,1550
6357484,Wohnung,Bitziusstrasse 40,Bern,3006,3.5,88,2250,240,2490
6359659,Wohnung,Humboldtstrasse 39,Bern,3013,2,42,1200,130,1330
6359934,Wohnung,Murtenstrasse 143 B,Bern,3008,2,40,1080,170,1250
6360477,Wohnung,Gerbestrasse 20,Ostermundigen,3072,4,NULL,1160,340,1500
6361296,Wohnung,Gewerbestrasse,Bern,3012,1,21,NULL,NULL,849
6362167,Wohnung,Speichergasse  23,Bern,3011,2,90,1800,150,1950
6364475,Wohnung,Gesellschaftsstrasse 61,Bern,3012,3,75,NULL,NULL,1490
2182194,Wohnung,Zelgstrasse 14,Bern,3027,3.5,86,1220,180,1400
2344777,Wohnung,Billeweg 6,Bern,3027,4.5,100,1980,280,2260
2417096,Wohnung,Schosshaldenstrasse 42,Bern,3006,3,NULL,1870,220,2090
3733429,Wohnung,Hubelhüsistrasse 9,Mittelhäusern,3147,4.5,128,1990,390,2380
4292302,Wohnung,Waldmannstrasse 14,Bern,3027,2.5,51,990,190,1180
4379560,Wohnung,Keltenstrasse 35,Bern,3018,3.5,NULL,1190,240,1430
4517385,Wohnung,Spitzackerweg 18 ,Niederscherli,3145,3.5,88,NULL,NULL,1700
4781573,Wohnung,Freiburgstrasse 58,Bern,3008,2,109,NULL,NULL,760
5084987,Wohnung,Freiburgstrasse 74,Bern,3008,1,35,890,100,990
5378840,Wohnung,Waldmannstrasse 14,Bern,3027,3,NULL,1500,240,1740
5547702,Wohnung,Mühledorfstrasse 21,Bern,3018,3.5,69,1520,170,1690
5632652,Wohnung,,Bern,3011,4.5,111,2570,250,2820
5712107,Wohnung,Rathausgasse 68,Bern,3011,2.5,71,1775,175,1950
5720639,Wohnung,Murtenstrasse 143 B,Bern,3008,2,40,1170,170,1340
5726538,Wohnung,Schenkstrasse 37,Bern,3008,3.5,65,1340,210,1550
5754947,Wohnung,Waldmannstrasse 14,Bern,3027,3.5,NULL,1300,250,1550
5774607,Wohnung,Friedlistrasse 25,Bern,3006,2,65,1600,200,1800
5794257,Wohnung,Kramgasse 39,Bern,3011,3.5,NULL,2790,190,2980
5843580,Wohnung,Güterstrasse 14,Bern,3008,3,NULL,1370,200,1570
5867528,Wohnung,Egelgasse 47,Bern,3006,1.5,35,950,100,1050
5889857,Wohnung,Brünnenstrasse 43a,Bern,3018,2.5,54,1415,130,1545
5925929,Wohnung,Badgasse 4,Bern,3011,2.5,73,1680,260,1940
5947398,Wohnung,Käsereistrasse 9,Niederscherli,3145,3.5,NULL,1288,210,1498
5952502,Wohnung,Kramgasse 39,Bern,3011,2,NULL,1800,140,1940
5973696,Wohnung,Riedbachstrasse 65,Bern,3027,3.5,NULL,1625,220,1845
5987706,Wohnung,Riedbachstrasse 65,Bern,3027,3.5,NULL,1584,220,1804
6110536,Wohnung,NULL,Bern,3011,3.5,100,3960,NULL,3960
6140631,Wohnung,Freiburgstrasse 62,Bern,3008,2.5,51,NULL,NULL,1450
6141059,Wohnung,Freiburgstrasse 58,Bern,3008,1,24,NULL,NULL,760
6146317,Wohnung,"Zeughausgasse 27, Wohnungen",Bern,3011,2.5,72,1957,385,2342
6155074,Wohnung,Giacomettistrasse 35,Bern,3006,7.5,NULL,3400,570,3970
6177494,Wohnung,Kramgasse 14,Bern,3011,1.5,130,1580,300,1880
6178547,Wohnung,Schwarzenburgstrasse 751,Niederscherli,3145,3.5,65,1190,200,1390
6178549,Wohnung,Schwarzenburgstrasse 751,Niederscherli,3145,4.5,NULL,1350,240,1590
6180457,Wohnung,Ostring 77,Bern,3006,2,47,1100,200,1300
6187072,Wohnung,Tiefackerstrasse 78,Mittelhäusern,3147,4.5,120,1950,150,2100
6190683,Wohnung,Brunnmattstrasse 24,Bern,3007,2.5,55,NULL,NULL,1230
6192687,Wohnung,Käsereistrasse 9,Niederscherli,3145,4.5,NULL,1910,330,2240
6200273,Wohnung,Schwarzenburgstrasse 829,Niederscherli,3145,4,NULL,1320,150,1470
6203153,Wohnung,Junkerngasse,Bern,3011,4,260,NULL,NULL,NULL
6203592,Wohnung,Schauplatzgasse 29,Bern,3011,1.5,22,1340,180,1520
6204483,Wohnung,Giacomettistrasse 20,Bern,3006,2.5,NULL,1150,200,1350
6212381,Wohnung,Bümplizstrasse 69,Bern,3018,1,43,1060,140,1200
6217826,Wohnung,Looslistrasse 34,Bern,3027,3,NULL,1340,250,1590
6232024,Wohnung,Untermattweg 34 B,Bern,3027,3.5,61,1200,270,1470
6236126,Wohnung,Mühledorfstrasse 20,Bern,3018,4,NULL,1500,250,1750
6243846,Wohnung,NULL,Bern,3011,2.5,70,3420,NULL,3420
6251646,Wohnung,Kehrgasse 26,Bern,3018,3,NULL,1350,200,1550
6277570,Wohnung,Schosshaldenstrasse 36,Bern,3006,3,81,1950,180,2130
6277571,Wohnung,Schosshaldenstrasse 36,Bern,3006,2,59,1700,140,1840
6279532,Wohnung,NULL,Bern,3011,2.5,75,1920,NULL,1920
6292011,Wohnung,Riedbachstrasse 76,Bern,3027,4.5,112,2180,400,2580
6300233,Wohnung,Brünnenstrasse 43,Bern,3018,3,63,1440,175,1615
6300532,Wohnung,Mühledorfstrasse 1,Bern,3018,4.5,100,NULL,NULL,2190
6300939,Wohnung,rathausgasse 52,Bern,3011,2,47,1570,130,1700
6301787,Wohnung,Giacomettistrasse 16,Bern,3006,1,NULL,780,160,940
6304411,Wohnung,Gantrischstrasse 53,Bern,3006,3,NULL,1320,160,1480
6304988,Wohnung,Postgasse 54,Bern,3011,2.5,46,1750,200,1950
6306244,Wohnung,Murtenstrasse 143 H,Bern,3008,4.5,123,2370,310,2680
6310679,Wohnung,Rathausgasse 43,Bern,3011,1.5,23,1250,140,1390
6313358,Wohnung,Murtenstrasse 147,Bern,3008,NULL,NULL,NULL,NULL,NULL
6313373,Wohnung,Wasserwerkgasse 33,Bern,3011,5,NULL,3230,350,3580
6319811,Wohnung,Federweg 41,Bern,3008,1,25,790,110,900
6321329,Wohnung,Murtenstrasse 143 G,Bern,3008,4.5,123,2220,350,2570
6322365,Wohnung,NULL,Bern,3027,3.5,80,1100,200,1300
6323943,Wohnung,Giacomettistrasse,Bern,3006,1,22,NULL,NULL,550
6324541,Wohnung,Brunngasse 25,Bern,3011,1,25,890,120,1010
6324890,Wohnung,Bethlehemstrasse 24,Bern,3027,4,NULL,1650,250,1900
6325595,Wohnung,Gerechtigkeitsgasse,Bern,3011,3.5,76,1850,200,2050
6325881,Wohnung,Kehrgasse 22,Bern,3018,1.5,NULL,1350,100,1450
6327830,Wohnung,Wattenwylweg 22,Bern,3006,2,25,700,50,750
6328230,Wohnung,Münstergasse,Bern,3011,3,127,2720,140,2860
6328254,Wohnung,OpenCourts - OC Gigonweg 10,Bern,3027,3.5,94,1970,320,2290
2223600,Wohnung,Wabersackerstrasse 37a,Liebefeld,3097,3,NULL,1230,180,1410
3940383,Wohnung,Stationsstrasse 21,Liebefeld,3097,1,30,610,100,710
4195852,Wohnung,Alpenstrasse 49,Wabern,3084,2.5,90,1900,150,2050
4267914,Wohnung,Wabersackerstr. 57,Liebefeld,3097,3.5,90,1560,240,1800
4342419,Wohnung,Bächtelenweg 5,Wabern,3084,3.5,94,1845,250,2095
4607960,Wohnung,Freiburgstrasse 521,Niederwangen b. Bern,3172,2,47,1000,200,1200
5051571,Wohnung,Bächtelenweg 11,Wabern,3084,3.5,82,1665,300,1965
5446740,Wohnung,Bodelenweg 100,Niederwangen b. Bern,3172,4.5,100,1800,240,2040
5553598,Wohnung,Papillonallee 18a,Niederwangen b. Bern,3172,3.5,80,1630,200,1830
5588482,Wohnung,Sonnenweg 30,Gümligen,3073,4.5,100,1818,260,2078
5694839,Wohnung,Kirchackerstrasse 15,Muri b. Bern,3074,3.5,140,4450,520,4970
5699583,Wohnung,Pourtalèsstrasse 66,Muri b. Bern,3074,2,113,1700,200,1900
5786149,Wohnung,Looserstrasse 12,Wabern,3084,4,82,1465,225,1690
5984382,Wohnung,Schürlirain 19,Niederwangen b. Bern,3172,4.5,110,2300,330,2630
6112946,Wohnung,Schürlirain 19,Niederwangen b. Bern,3172,3,66,1380,210,1590
6128787,Wohnung,Steingrubenweg 60,Spiegel b. Bern,3095,3.5,90,NULL,NULL,2030
6161141,Wohnung,Steingrubenweg 60,Spiegel b. Bern,3095,3.5,NULL,1800,230,2030
6176191,Wohnung,Chasseralstrasse 150,Spiegel b. Bern,3095,2,59,1150,180,1330
6190362,Wohnung,Bellevuestrasse 133,Spiegel b. Bern,3095,3,NULL,1421,200,1621
6194094,Wohnung,Kirchstrasse 140,Wabern,3084,3,65,1300,250,1550
6194111,Wohnung,Thunstrasse 192,Muri b. Bern,3074,5.5,107,1675,320,1995
6221354,Wohnung,Looserstrasse 2,Wabern,3084,4,82,1360,230,1590
6223602,Wohnung,Seftigenstrasse 226,Wabern,3084,3,57,1260,220,1480
6225251,Wohnung,untere Bernblickstrasse 2,Wabern,3084,2.5,NULL,1120,220,1340
6233473,Wohnung,Papillonallee 2,Niederwangen b. Bern,3172,3.5,80,1680,200,1880
6244155,Wohnung,Kräyigenweg 88,Muri b. Bern,3074,4.5,NULL,1900,300,2200
6244285,Wohnung,Könizstrasse 267A,Liebefeld,3097,2.5,62,1230,210,1440
6244810,Wohnung,Sonnenweg 32a,Gümligen,3073,4.5,94,NULL,NULL,2580
6246084,Wohnung,Erikaweg 14,Köniz,3098,3,64,1430,220,1650
6248973,Wohnung,Sonnenweg 4a,Köniz,3098,3.5,70,1300,230,1530
6250661,Wohnung,Wabersackerstrasse 87,Liebefeld,3097,2.5,56,1150,220,1370
6250989,Wohnung,Bodelenweg 100,Niederwangen b. Bern,3172,3.5,85,1585,210,1795
6272808,Wohnung,Gurtenweg 51,Spiegel b. Bern,3095,1.5,28,860,130,990
6275058,Wohnung,Thunstrasse 192,Muri b. Bern,3074,4.5,94,1650,260,1910
6275318,Wohnung,Wabersackerstrasse 65,Liebefeld,3097,3,70,NULL,NULL,1490
6276323,Wohnung,Gurtengartenstrasse 10,Spiegel b. Bern,3095,2.5,77,NULL,NULL,1850
6281732,Wohnung,Kräyigenweg 18,Muri b. Bern,3074,3,116,NULL,NULL,2750
6289498,Wohnung,NULL,Wabern,3084,1,30,1320,NULL,1320
6294417,Wohnung,Kirchstrasse 150,Wabern,3084,3.5,76,1395,300,1695
6298212,Wohnung,Freiburgstrasse 505 D,Bern,3018,5,120,2250,350,2600
6300959,Wohnung,Wabersackerstrasse 27,Liebefeld,3097,2.5,NULL,1250,200,1450
6304281,Wohnung,Schwarzenburgstrasse 232,Köniz,3098,3.5,85,1300,270,1570
6304962,Wohnung,Breichtenstrasse 11,Muri b. Bern,3074,NULL,NULL,920,150,1070
6305043,Wohnung,Wabersackerstrasse 27,Liebefeld,3097,3.5,NULL,1450,220,1670
6307279,Wohnung,Sonnenweg 16,Köniz,3098,3.5,60,NULL,NULL,1450
6308452,Wohnung,Schürlirain 29,Niederwangen b. Bern,3172,5.5,120,2120,290,2410
6312792,Wohnung,Papillonallee 34a,Niederwangen b. Bern,3172,2.5,64,1450,170,1620
6317135,Wohnung,NULL,Spiegel b. Bern,3095,3,75,3360,NULL,3360
6319300,Wohnung,Tannackerstrasse 28A,Gümligen,3073,3.5,NULL,1490,290,1780
6319577,Wohnung,Pourtalèsstrasse 50,Muri b. Bern,3074,5.5,181,3200,650,3850
6323084,Wohnung,Aebnitstrasse 4,Muri b. Bern,3074,5.5,126,2850,275,3125
6325586,Wohnung,Papillonallee 26,Niederwangen b. Bern,3172,3.5,80,1760,200,1960
6325592,Wohnung,Papillonallee 26a,Niederwangen b. Bern,3172,3.5,79,1730,200,1930
6326291,Wohnung,Looserstrasse 21,Wabern,3084,3.5,74,1410,240,1650
6327910,Haus,Feldrainstrasse 61,Liebefeld,3097,7.5,240,4800,NULL,NULL
6328248,Wohnung,Steingrubenweg,Spiegel b. Bern,3095,4.5,82,1370,260,1630
6331684,Wohnung,Kirchstrasse 138,Wabern,3084,1,28,652,115,767
6336089,Wohnung,Haldenweg 14,Muri b. Bern,3074,3.5,NULL,1910,260,2170
6336521,Wohnung,Wiesenstrasse 24,Köniz,3098,2.5,60,1510,150,1660
6337513,Wohnung,Bellevuestrasse 90,Spiegel b. Bern,3095,2.5,68,1260,320,1580
6338689,Wohnung,Freiburgstrasse 499,Bern,3018,3,80,1450,0,1450
6338829,Wohnung,Schwarzenburgstrasse 250,Köniz,3098,2,NULL,1100,150,1250
6338944,Wohnung,Wiesenstrasse 24,Köniz,3098,2.5,NULL,1600,150,1750
6340458,Wohnung,Bodelenweg 107,Niederwangen b. Bern,3172,3.5,75,1580,180,1760
6340459,Wohnung,Bodelenweg 101,Niederwangen b. Bern,3172,4.5,104,1800,250,2050
6341138,Wohnung,Sonnenweg 24A,Gümligen,3073,3.5,80,1500,215,1715
6344856,Wohnung,Pourtalèsstrasse 15,Muri b. Bern,3074,4.5,NULL,2600,200,2800
6344933,Wohnung,Wabersackerstrasse 26,Liebefeld,3097,2.5,54,1050,180,1230
6345883,Wohnung,Kräyigenweg 93,Muri b. Bern,3074,4.5,107,1850,300,2150
6345889,Wohnung,Könizstrasse 261,Liebefeld,3097,1.5,60,1320,170,1490
6346389,Wohnung,Feldstrasse 3,Gümligen,3073,2,NULL,970,180,1150
6348450,Wohnung,Fliederweg 8,Köniz,3098,3,NULL,NULL,NULL,1490
6349942,Wohnung,Thunstrasse 152,Muri b. Bern,3074,3,75,1580,200,1780
6350969,Wohnung,Kirchstrasse 142,Wabern,3084,3.5,76,1350,250,1600
6351721,Wohnung,Schwendistutz 4,Niederwangen b. Bern,3172,3.5,60,1160,250,1410
6352634,Wohnung,Bächtelenweg 75,Wabern,3084,3.5,102,2037,250,2287
6352938,Wohnung,Tulpenweg 102,Köniz,3098,3.5,72,1380,460,1840
6354102,Wohnung,Alpenstrasse 16,Wabern,3084,3.5,93,NULL,NULL,1940
6354258,Wohnung,Wabersackerstrasse 15,Liebefeld,3097,3.5,NULL,1200,250,1450
6354404,Wohnung,Wiesenstrasse 6,Köniz,3098,3.5,70,1250,210,1460
6356012,Wohnung,Bodelenweg 100,Niederwangen b. Bern,3172,2.5,69,1300,170,1470
6357279,Wohnung,Kastanienweg 55,Spiegel b. Bern,3095,5,NULL,1450,380,1830
6357905,Wohnung,Könizstrasse 261,Liebefeld,3097,1.5,60,NULL,NULL,1490
6359841,Wohnung,Erlenmattstrasse 27,Niederwangen b. Bern,3172,3,NULL,1040,250,1290
6360755,Wohnung,NULL,Spiegel b. Bern,3095,3,75,3450,NULL,NULL
6361189,Wohnung,Bächtelenweg 1,Wabern,3084,3.5,97,NULL,NULL,2061
6361961,Wohnung,Seftigenstrasse 259,Wabern,3084,2.5,80,NULL,NULL,2500
6361975,Wohnung,Seftigenstrasse 259,Wabern,3084,1,23,NULL,NULL,1450
6362333,Wohnung,Kirchstrasse 12,Liebefeld,3097,2.5,64,1600,290,1890
6362653,Wohnung,Fliederweg 4,Köniz,3098,2,55,NULL,NULL,1150
6362734,Wohnung,Fliederweg 4,Köniz,3098,1.5,36,NULL,NULL,780
6363472,Wohnung,Bächtelenweg 1,Wabern,3084,3.5,117,3100,350,3450
6364836,Wohnung,Funkstrasse 86,Wabern,3084,1,25,610,100,710
6364854,Wohnung,Könizstrasse 255,Liebefeld,3097,2.5,60,1220,200,1420
6328635,Wohnung,Marktgasse 6/8,Bern,3011,2,65,1360,270,1630
6328656,Wohnung,Schenkstrasse 21,Bern,3008,2.5,80,1500,210,1710
6329706,Wohnung,Mühledorfstrasse 29,Bern,3018,2.5,53,1280,130,1410
6331342,Wohnung,Güterstrasse 36,Bern,3008,2.5,55,1450,170,1620
6331683,Wohnung,Looslistrasse 43,Bern,3027,3.5,65,1240,180,1420
6332716,Wohnung,Bethlehemstr. 70,Bern,3018,3.5,NULL,1195,275,1470
6333315,Wohnung,Gerbereiweg 27,Niederscherli,3145,2.5,NULL,1170,120,1290
6334001,Wohnung,Marktgasse 20,Bern,3011,1,32,920,190,1110
6334258,Wohnung,Brunnmattstrasse 20 A,Bern,3007,2.5,50,1205,190,1395
6334347,Wohnung,Looslistrasse 59,Bern,3027,3,70,1140,250,1390
6335014,Wohnung,Kehrgasse 24,Bern,3018,3,NULL,1350,200,1550
6336425,Wohnung,Zelgstrasse 3,Bern,3027,NULL,45,1080,180,1260
6336515,Wohnung,Gerbereiweg 20,Niederscherli,3145,4.5,87,1265,240,1505
6336556,Wohnung,Postgasse 54,Bern,3011,5.5,112,4200,420,4620
6336561,Wohnung,Postgasse 54,Bern,3011,2.5,49,1800,220,2020
6338517,Wohnung,,Bern,3011,2,NULL,NULL,NULL,2342
6338732,Wohnung,Haltenstr.151,Niederscherli,3145,4,NULL,NULL,NULL,1390
6344269,Wohnung,Murtenstrasse 143 F,Bern,3008,4.5,105,2400,400,2800
6344815,Wohnung,Schwarzenburgstrasse 973,Mittelhäusern,3147,3,NULL,1000,300,1300
6346535,Wohnung,NULL,Bern,3011,2,48,1990,NULL,1990
6346693,Wohnung,Klaraweg 39,Bern,3006,2,NULL,NULL,NULL,1300
6347464,Wohnung,Untermattweg 72,Bern,3027,3.5,70,1230,200,1430
6347466,Wohnung,Waldmannstrasse 10,Bern,3027,2.5,47,1000,250,1250
6348115,Wohnung,Kappellenstrasse 23,Bern,3011,3,NULL,1410,250,1660
6348899,Wohnung,NULL,Bern,3011,2.5,90,2375,NULL,2375
6349759,Wohnung,"Klaraweg, 39",Bern,3006,2,60,1100,200,1300
6350725,Wohnung,Mühledorfstrasse 4,Bern,3018,2.5,59,1345,150,1495
6350731,Wohnung,Mühledorfstrasse 2,Bern,3018,2.5,51,1330,130,1460
6350733,Wohnung,Mühledorfstrasse 4,Bern,3018,3,59,1480,150,1630
6350970,Wohnung,Looslistrasse 41,Bern,3027,3.5,66,1220,180,1400
6352172,Wohnung,OpenCourts - OC Gigonweg 4,Bern,3027,3.5,87,1780,310,2090
6352183,Wohnung,OpenCourts - OC Gigonweg 6,Bern,3027,3.5,93,1795,310,2105
6352184,Wohnung,Ziegelackerstrasse,Bern,3027,3,74,1090,280,1370
6352195,Wohnung,OpenCourts - OC Gigonweg 10,Bern,3027,4.5,108,2140,360,2500
6352853,Wohnung,Freiburgstrasse 68,Bern,3008,3.5,80,1500,180,1680
6352868,Wohnung,Riedbachstrasse 81,Bern,3027,2.5,69,1345,235,1580
6353277,Wohnung,Haslerstrasse 10,Bern,3008,1.5,40,NULL,NULL,1105
6353465,Wohnung,Kramgasse 77,Bern,3011,1,30,NULL,NULL,490
6354150,Wohnung,Colombstrasse 41,Bern,3027,3.5,97,1960,280,2240
6354233,Wohnung,Schwarzenburgstrasse 767,Niederscherli,3145,1.5,59,750,200,950
6356106,Wohnung,Freiburgstr. 62,Bern,3008,2.5,51,1325,125,1450
6356522,Wohnung,Münstergasse 57,Bern,3011,3,73,2050,100,2150
6357095,Wohnung,Postgasse 60,Bern,3011,4.5,153,3000,290,3290
6357877,Wohnung,Waldmannstrasse 15,Bern,3027,1,16,NULL,NULL,620
6358723,Wohnung,Güterstrasse  44,Bern,3008,3.5,75,NULL,NULL,1690
6358796,Wohnung,Gigonweg 17,Bern,3027,3.5,85,1710,300,2010
6359031,Wohnung,Laupenstrasse 2,Bern,3008,2.5,85,1980,220,2200
6359180,Wohnung,Brunngasse 25,Bern,3011,3,75,1838,200,2038
6359199,Wohnung,Schwarzenburgstrasse 973,Mittelhäusern,3147,4,NULL,1115,385,1500
6360371,Wohnung,Haltenstrasse 311,Niederscherli,3145,1.5,32,650,80,730
6360862,Wohnung,Weltistrasse 56,Bern,3006,3.5,110,2300,460,2760
6361152,Wohnung,Gartenstrasse 16,Bern,3007,3,58,NULL,NULL,1506
6361371,Wohnung,Normannenstrasse 35,Bern,3018,3.5,75,1275,220,1495
6361375,Wohnung,Normannenstrasse 39,Bern,3018,4,76,1450,280,1730
6361702,Wohnung,Güterstrasse 40,Bern,3008,2.5,74,1550,100,1650
6362402,Wohnung,Brünnenstrasse 43A,Bern,3018,2.5,NULL,NULL,NULL,1425
6363229,Wohnung,Güterstrasse 40,Bern,3000,2.5,62,1390,140,1530
6363394,Wohnung,Gartenstrasse 11,Bern,3007,2.5,55,1150,160,1310
6363809,Wohnung,Bümplizstrasse 9,Bern,3027,2,39,850,140,990
6364138,Wohnung,Bantigerstrasse 37,Bern,3006,3.5,NULL,2690,230,2920
6364742,Wohnung,Weltistrasse 32,Bern,3006,3.5,88,1380,250,1630
3852254,Wohnung,Hängelenstrasse 10,Kehrsatz,3122,2.5,67,980,150,1130
5556714,Wohnung,Gaselstrasse 23,Schliern b. Köniz,3098,3.5,73,1420,300,1720
5714138,Wohnung,Buchholzweg 10,Schliern b. Köniz,3098,3.5,85,1300,220,1520
5759055,Wohnung,Köniztalstrasse 10,Köniz,3098,4.5,81,1430,265,1695
5853527,Wohnung,Dorfbachstrasse 58,Köniz,3098,2,50,NULL,NULL,750
5885513,Wohnung,Froschweg 11,Schliern b. Köniz,3098,4.5,107,1780,360,2140
5976494,Wohnung,Mösliweg 11,Köniz,3098,1,12,NULL,NULL,650
6055758,Wohnung,Nesslerenweg 84,Wabern,3084,3.5,83,1750,240,1990
6102428,Wohnung,Froschweg 9,Schliern b. Köniz,3098,4.5,107,1810,360,2170
